0.92500000000000004,0.059999999999999998,0.014999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0
0.065114078466580141,0.85988592153341981,0.059999999999999998,0.014999999999999999,0,0,0,0,0,0,0,0,0,0,0,0
0,0.077502827040478339,0.84749717295952154,0.059999999999999998,0.014999999999999999,0,0,0,0,0,0,0,0,0,0,0
0,0,0.079687060242428248,0.84531293975757182,0.060000000000000005,0.015000000000000001,0,0,0,0,0,0,0,0,0,0
0,0,0,0.082672476215696719,0.84232752378430331,0.059999999999999998,0.014999999999999999,0,0,0,0,0,0,0,0,0
0,0,0,0,0.086003056203850681,0.83917027568781666,0.059999999999999998,0.014826668108332584,0,0,0,0,0,0,0,0
0,0,0,0,0,0.088933004444727903,0.83759361323304804,0.059049132401481297,0.014424249920742751,0,0,0,0,0,0,0
0,0,0,0,0,0,0.089656523475404259,0.83729313270223593,0.058626093901617049,0.014424249920742751,0,0,0,0,0,0
0,0,0,0,0,0,0,0.089762283100370335,0.83642630139777807,0.059049132401481297,0.014762283100370324,0,0,0,0,0
0,0,0,0,0,0,0,0,0.089999999999999997,0.83499999999999996,0.059999999999999998,0.014999999999999999,0,0,0,0
0,0,0,0,0,0,0,0,0,0.089609173775641024,0.83539082622435901,0.059999999999999998,0.014999999999999999,0,0,0
0,0,0,0,0,0,0,0,0,0,0.086902339559657482,0.83809766044034251,0.059999999999999998,0.014999999999999999,0,0
0,0,0,0,0,0,0,0,0,0,0,0.083552977647877974,0.84144702235212199,0.059999999999999998,0.014999999999999999,0
0,0,0,0,0,0,0,0,0,0,0,0,0.080406996729381397,0.84459300327061859,0.059999999999999998,0.014999999999999999
0,0,0,0,0,0,0,0,0,0,0,0,0,0.077967975445035712,0.8620320245549643,0.059999999999999991
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063557665254362433,0.93644233474563754
